"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 25 07:59:37 GMT 2023","Thu May 25 07:59:57 GMT 2023","19514","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [3] src/main/resources/testData/datasetTest.csv",""
"broken","Thu May 25 08:03:13 GMT 2023","Thu May 25 08:03:13 GMT 2023","0","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","","PassExamMobTest",""
"broken","Thu May 25 08:03:13 GMT 2023","Thu May 25 08:03:13 GMT 2023","0","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","MortgagedPropertyMobTest",""
"broken","Thu May 25 08:00:59 GMT 2023","Thu May 25 08:01:59 GMT 2023","60837","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","Проверяем форму заявки на ипотеку на ввод некорректных данных",""
"broken","Thu May 25 08:03:13 GMT 2023","Thu May 25 08:03:13 GMT 2023","0","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","MortgageCalculatorMobTest",""
"broken","Thu May 25 08:03:13 GMT 2023","Thu May 25 08:03:13 GMT 2023","0","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","ConnectWithSupportMobTest",""
"broken","Thu May 25 07:58:09 GMT 2023","Thu May 25 07:59:10 GMT 2023","60953","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Thu May 25 08:03:13 GMT 2023","Thu May 25 08:03:13 GMT 2023","0","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","FamilyMortgageMobTest",""
"failed","Thu May 25 07:59:10 GMT 2023","Thu May 25 07:59:37 GMT 2023","27329","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [2] src/main/resources/testData/textTest.docx",""
"broken","Thu May 25 08:01:59 GMT 2023","Thu May 25 08:03:00 GMT 2023","60794","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [1] 8",""
"broken","Thu May 25 07:59:58 GMT 2023","Thu May 25 08:00:58 GMT 2023","60788","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","Проверяем форму заявки в разделе «Реализуемое имущество»",""
"failed","Thu May 25 07:56:56 GMT 2023","Thu May 25 07:58:09 GMT 2023","72427","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","Проверяем обработку результатов теста «Обмани мошенника»",""
"passed","Thu May 25 08:03:00 GMT 2023","Thu May 25 08:03:13 GMT 2023","12243","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
