"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 08:44:37 GMT 2023","Thu May 25 08:44:37 GMT 2023","0","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","ConnectWithSupportMobTest",""
"broken","Thu May 25 08:44:39 GMT 2023","Thu May 25 08:44:39 GMT 2023","0","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","FamilyMortgageMobTest",""
"broken","Thu May 25 08:42:48 GMT 2023","Thu May 25 08:42:59 GMT 2023","11338","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","Проверяем обработку результатов теста «Обмани мошенника»",""
"broken","Thu May 25 08:43:01 GMT 2023","Thu May 25 08:44:03 GMT 2023","61877","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","Проверяем форму заявки в разделе «Реализуемое имущество»",""
"broken","Thu May 25 08:44:23 GMT 2023","Thu May 25 08:44:37 GMT 2023","14708","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","mobConnectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки",""
"passed","Thu May 25 08:44:03 GMT 2023","Thu May 25 08:44:16 GMT 2023","13746","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","Проверяем форму заявки на ипотеку на ввод некорректных данных",""
"broken","Thu May 25 08:43:00 GMT 2023","Thu May 25 08:44:02 GMT 2023","62652","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [2] src/main/resources/testData/textTest.docx",""
"broken","Thu May 25 08:44:39 GMT 2023","Thu May 25 08:44:39 GMT 2023","59","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","mobFamilyMortgageTest","Проверяем форму заявки на ипотеку на ввод некорректных данных",""
"broken","Thu May 25 08:44:39 GMT 2023","Thu May 25 08:44:39 GMT 2023","0","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","MortgageCalculatorMobTest",""
"failed","Thu May 25 08:44:17 GMT 2023","Thu May 25 08:44:37 GMT 2023","20538","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [1] 8",""
"broken","Thu May 25 08:44:38 GMT 2023","Thu May 25 08:44:38 GMT 2023","17","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
"broken","Thu May 25 08:44:38 GMT 2023","Thu May 25 08:44:38 GMT 2023","17","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","mobMortgagedPropertyTest","Проверяем форму заявки в разделе «Реализуемое имущество»",""
"broken","Thu May 25 08:44:38 GMT 2023","Thu May 25 08:44:38 GMT 2023","0","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","MortgagedPropertyMobTest",""
"broken","Thu May 25 08:44:37 GMT 2023","Thu May 25 08:44:39 GMT 2023","1363","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","mobPassingExamTest","Проверяем обработку результатов теста «Обмани мошенника»",""
"broken","Thu May 25 08:44:37 GMT 2023","Thu May 25 08:44:37 GMT 2023","16","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
"failed","Thu May 25 08:44:02 GMT 2023","Thu May 25 08:44:22 GMT 2023","19949","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [3] src/main/resources/testData/datasetTest.csv",""
"broken","Thu May 25 08:42:47 GMT 2023","Thu May 25 08:43:00 GMT 2023","12736","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Thu May 25 08:44:38 GMT 2023","Thu May 25 08:44:38 GMT 2023","21","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [1] 8",""
"broken","Thu May 25 08:44:39 GMT 2023","Thu May 25 08:44:39 GMT 2023","0","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","","PassExamMobTest",""
