"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 25 08:00:20 GMT 2023","Thu May 25 08:00:40 GMT 2023","19571","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [3] src/main/resources/testData/datasetTest.csv",""
"broken","Thu May 25 08:03:54 GMT 2023","Thu May 25 08:03:54 GMT 2023","0","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","MortgagedPropertyMobTest",""
"failed","Thu May 25 07:59:53 GMT 2023","Thu May 25 08:00:20 GMT 2023","26797","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [2] src/main/resources/testData/textTest.docx",""
"broken","Thu May 25 08:01:41 GMT 2023","Thu May 25 08:02:42 GMT 2023","60757","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","Проверяем форму заявки на ипотеку на ввод некорректных данных",""
"broken","Thu May 25 08:02:42 GMT 2023","Thu May 25 08:03:43 GMT 2023","60721","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [1] 8",""
"passed","Thu May 25 08:03:43 GMT 2023","Thu May 25 08:03:54 GMT 2023","11089","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","Проверяем взаимодействие ипотечного калькулятора и графика платежей [2] 5",""
"broken","Thu May 25 08:03:54 GMT 2023","Thu May 25 08:03:54 GMT 2023","0","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","FamilyMortgageMobTest",""
"broken","Thu May 25 07:58:52 GMT 2023","Thu May 25 07:59:53 GMT 2023","60874","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","Проверяем обработку файлов при обращении в службу поддержки [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Thu May 25 08:03:54 GMT 2023","Thu May 25 08:03:54 GMT 2023","0","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","MortgageCalculatorMobTest",""
"broken","Thu May 25 08:03:54 GMT 2023","Thu May 25 08:03:54 GMT 2023","0","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","ConnectWithSupportMobTest",""
"broken","Thu May 25 08:00:40 GMT 2023","Thu May 25 08:01:41 GMT 2023","60803","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","Проверяем форму заявки в разделе «Реализуемое имущество»",""
"broken","Thu May 25 07:57:44 GMT 2023","Thu May 25 07:58:52 GMT 2023","67465","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","Проверяем обработку результатов теста «Обмани мошенника»",""
"broken","Thu May 25 08:03:54 GMT 2023","Thu May 25 08:03:54 GMT 2023","0","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","","PassExamMobTest",""
