"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 22 22:06:16 GMT 2023","Mon May 22 22:06:20 GMT 2023","4383","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Mon May 22 22:06:24 GMT 2023","Mon May 22 22:06:25 GMT 2023","1136","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","mobConnectingSupportTest","mobConnectingSupportTest()",""
"broken","Mon May 22 22:06:26 GMT 2023","Mon May 22 22:06:28 GMT 2023","1176","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","mobMortgagedPropertyTest","mobMortgagedPropertyTest()",""
"broken","Mon May 22 22:06:24 GMT 2023","Mon May 22 22:06:25 GMT 2023","1179","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [1] 8",""
"broken","Mon May 22 22:06:25 GMT 2023","Mon May 22 22:06:26 GMT 2023","1127","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","mobPassingExamTest","mobPassingExamTest()",""
"broken","Mon May 22 22:06:23 GMT 2023","Mon May 22 22:06:24 GMT 2023","1169","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","familyMortgageTest()",""
"broken","Mon May 22 22:06:25 GMT 2023","Mon May 22 22:06:26 GMT 2023","1174","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [2] 5",""
"broken","Mon May 22 22:06:21 GMT 2023","Mon May 22 22:06:23 GMT 2023","1121","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","mortgagedPropertyTest()",""
"broken","Mon May 22 22:06:27 GMT 2023","Mon May 22 22:06:28 GMT 2023","1140","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [1] 8",""
"broken","Mon May 22 22:06:28 GMT 2023","Mon May 22 22:06:29 GMT 2023","1144","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [2] 5",""
"broken","Mon May 22 22:06:16 GMT 2023","Mon May 22 22:06:20 GMT 2023","4182","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","passingExamTest()",""
"broken","Mon May 22 22:06:22 GMT 2023","Mon May 22 22:06:23 GMT 2023","1186","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [3] src/main/resources/testData/datasetTest.csv",""
"broken","Mon May 22 22:06:21 GMT 2023","Mon May 22 22:06:22 GMT 2023","1173","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [2] src/main/resources/testData/textTest.docx",""
"broken","Mon May 22 22:06:28 GMT 2023","Mon May 22 22:06:29 GMT 2023","1123","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","mobFamilyMortgageTest","mobFamilyMortgageTest()",""
