"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 24 11:43:38 GMT 2023","Wed May 24 11:43:40 GMT 2023","1168","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [1] 8",""
"broken","Wed May 24 11:43:40 GMT 2023","Wed May 24 11:43:41 GMT 2023","1162","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [2] 5",""
"broken","Wed May 24 11:43:42 GMT 2023","Wed May 24 11:43:43 GMT 2023","1111","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","mobFamilyMortgageTest","mobFamilyMortgageTest()",""
"broken","Wed May 24 11:43:37 GMT 2023","Wed May 24 11:43:38 GMT 2023","1183","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","familyMortgageTest()",""
"broken","Wed May 24 11:43:37 GMT 2023","Wed May 24 11:43:39 GMT 2023","1195","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [3] src/main/resources/testData/datasetTest.csv",""
"broken","Wed May 24 11:43:41 GMT 2023","Wed May 24 11:43:42 GMT 2023","1125","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","mobMortgagedPropertyTest","mobMortgagedPropertyTest()",""
"broken","Wed May 24 11:43:43 GMT 2023","Wed May 24 11:43:44 GMT 2023","1121","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [2] 5",""
"broken","Wed May 24 11:43:42 GMT 2023","Wed May 24 11:43:43 GMT 2023","1119","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [1] 8",""
"broken","Wed May 24 11:43:39 GMT 2023","Wed May 24 11:43:40 GMT 2023","1181","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","mobConnectingSupportTest","mobConnectingSupportTest()",""
"broken","Wed May 24 11:43:40 GMT 2023","Wed May 24 11:43:41 GMT 2023","1123","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","mobPassingExamTest","mobPassingExamTest()",""
"broken","Wed May 24 11:43:36 GMT 2023","Wed May 24 11:43:37 GMT 2023","1183","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [2] src/main/resources/testData/textTest.docx",""
"broken","Wed May 24 11:43:30 GMT 2023","Wed May 24 11:43:36 GMT 2023","5585","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Wed May 24 11:43:36 GMT 2023","Wed May 24 11:43:37 GMT 2023","1178","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","mortgagedPropertyTest()",""
"broken","Wed May 24 11:43:30 GMT 2023","Wed May 24 11:43:35 GMT 2023","4420","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","passingExamTest()",""
