"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 22 22:00:12 GMT 2023","Mon May 22 22:00:13 GMT 2023","1116","","tests.desktop_test.about_bank.MortgagedPropertyTest","","tests.desktop_test.about_bank.MortgagedPropertyTest","mortgagedPropertyTest","mortgagedPropertyTest()",""
"broken","Mon May 22 22:00:15 GMT 2023","Mon May 22 22:00:16 GMT 2023","1112","","tests.mobile_test.about_bank.PassExamMobTest","","tests.mobile_test.about_bank.PassExamMobTest","mobPassingExamTest","mobPassingExamTest()",""
"broken","Mon May 22 22:00:12 GMT 2023","Mon May 22 22:00:13 GMT 2023","1115","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [3] src/main/resources/testData/datasetTest.csv",""
"broken","Mon May 22 22:00:13 GMT 2023","Mon May 22 22:00:14 GMT 2023","1101","","tests.desktop_test.mortgage.FamilyMortgageTest","","tests.desktop_test.mortgage.FamilyMortgageTest","familyMortgageTest","familyMortgageTest()",""
"broken","Mon May 22 22:00:16 GMT 2023","Mon May 22 22:00:17 GMT 2023","1101","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","","tests.mobile_test.about_bank.MortgagedPropertyMobTest","mobMortgagedPropertyTest","mobMortgagedPropertyTest()",""
"broken","Mon May 22 22:00:17 GMT 2023","Mon May 22 22:00:18 GMT 2023","1135","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [1] 8",""
"broken","Mon May 22 22:00:17 GMT 2023","Mon May 22 22:00:18 GMT 2023","1107","","tests.mobile_test.mortgage.FamilyMortgageMobTest","","tests.mobile_test.mortgage.FamilyMortgageMobTest","mobFamilyMortgageTest","mobFamilyMortgageTest()",""
"broken","Mon May 22 22:00:07 GMT 2023","Mon May 22 22:00:11 GMT 2023","3762","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [1] src/main/resources/testData/voiceTest.mp3",""
"broken","Mon May 22 22:00:18 GMT 2023","Mon May 22 22:00:19 GMT 2023","1114","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","","tests.mobile_test.mortgage.MortgageCalculatorMobTest","mobMonthlyPaymentTest","mobMonthlyPaymentTest(String) [2] 5",""
"broken","Mon May 22 22:00:15 GMT 2023","Mon May 22 22:00:16 GMT 2023","1108","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [2] 5",""
"broken","Mon May 22 22:00:11 GMT 2023","Mon May 22 22:00:12 GMT 2023","1203","","tests.desktop_test.about_bank.ConnectWithSupportTest","","tests.desktop_test.about_bank.ConnectWithSupportTest","connectingSupportTest","connectingSupportTest(String) [2] src/main/resources/testData/textTest.docx",""
"broken","Mon May 22 22:00:14 GMT 2023","Mon May 22 22:00:15 GMT 2023","1110","","tests.desktop_test.mortgage.MortgageCalculatorTest","","tests.desktop_test.mortgage.MortgageCalculatorTest","monthlyPaymentTest","monthlyPaymentTest(String) [1] 8",""
"broken","Mon May 22 22:00:14 GMT 2023","Mon May 22 22:00:15 GMT 2023","1109","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","","tests.mobile_test.about_bank.ConnectWithSupportMobTest","mobConnectingSupportTest","mobConnectingSupportTest()",""
"broken","Mon May 22 22:00:07 GMT 2023","Mon May 22 22:00:11 GMT 2023","3649","","tests.desktop_test.about_bank.PassExamTest","","tests.desktop_test.about_bank.PassExamTest","passingExamTest","passingExamTest()",""
